ingest_timestamp,sms_id,sighting_index,report_time,species,pod,direction,location_desc,place_a,place_b,lat,lon,location_method,confidence,notes,raw_text
8/31/2025,aadbb322fdeac8b8,1,,Orca,Biggs,northbound,just north of,West Point lighthouse (Golden Gardens),,47.66342905,-122.4429799,exact_water,1,midchannel,"Orca Network: T137s northbound just north of West Point, Discovery Park, midchannel"
8/31/2025,43cb5c1bb2db3939,1,,Orca,Biggs,southeast,just south of,Kingston ferry terminal,,47.77897425,-122.4335364,exact_water,1,along the Kitsap shoreline,"Orca Network: T137s heading southeast along the Kitsap shoreline, just south of the Kingston ferry terminal. We appreciate any updates if you see them!"
8/31/2025,2634eb571b353269,1,,Orca,Biggs,southbound,south of,Fay Bainbridge/Wing Point Bainbridge,,47.6089,-122.375,exact_water,1,along shore,"Orca Network: T137s southbound along shore, south of Fay Bainbridge. Good luck, please let us know if you spot them! www.orcanetwork.org/report-sightings"
9/1/2025,7104cddc4f1b6b14,1,,Orca,Unknown,northbound,near the Fragaria area,Colvos Passage,,47.47,-122.43,exact_water,1,,Orca Network: Orcas reported in Colvos Passage near the Fragaria area headed northbound
9/1/2025,cb801c578662769b,1,,Orca,Biggs,southbound,south of,Point Robinson,,47.38725,-122.41575,exact_water,1,"in East Passage, spread out, T137A and T137D close in to Island shores as they move southbound","Orca Network: T137s now south of Point Robinson in East Passage, spread out, T137A and T137D close in to Island shores as they move southbound"
9/1/2025,4e0ce51466b864aa,1,,Orca,Biggs,westbound,"spread out in Dalco Passage, west of the Vashon/Pt Defiance ferry lanes",Tahlequah/Point Defiance ferry lanes,Vashon Island,47.38253487,-122.4399823,between_midpoint,0.8,"T137s, T137A milling ahead, while other 3 are closer to the Vashon side","Orca Network: T137s very spread out in Dalco Passage, west of the Vashon/Pt Defiance ferry lanes, T137A milling ahead, while other 3 are closer to the Vashon side, westbound"
9/2/2025,c938409f9d3fca91,1,,Orca,Biggs,northbound,in,Tacoma Narrows,,47.2679,-122.4885,exact_water,1,T137s,"Orca Network: T137s northbound in Tacoma Narrows, T137A on west side of the channel and others on the east side passing Salmon Beach"
9/2/2025,c938409f9d3fca91,2,,Orca,Biggs,unknown,on west side of the channel,Salmon Beach,,47.317,-122.505,exact_water,0.8,T137A,"Orca Network: T137s northbound in Tacoma Narrows, T137A on west side of the channel and others on the east side passing Salmon Beach"
9/2/2025,c938409f9d3fca91,3,,Orca,Biggs,unknown,on the east side passing,Salmon Beach,,47.317,-122.505,exact_water,0.8,others,"Orca Network: T137s northbound in Tacoma Narrows, T137A on west side of the channel and others on the east side passing Salmon Beach"
9/4/2025,37fb241c140b321f,1,,Orca,Biggs,southbound,nearing Edmonds on the east side of the channel,Edmonds/Kingston ferry lanes,,47.802532,-122.442055,exact_water,0.9,T137s,Orca Network: T137s are southbound nearing Edmonds on the east side of the channel
9/4/2025,14f6263edc9552c8,1,,Orca,Biggs,southbound,north of,Fay Bainbridge/Wing Point Bainbridge,,47.6289,-122.375,exact_water,1,Poor visibility out there with smoke and fog,"Orca Network: T137s now north of Fay Bainbridge, continuing southbound. Poor visibility out there with smoke and fog"
9/4/2025,81fd471efbf36ad1,1,,Orca,L pod,northbound,on the west side of,West side of San Juan Island,,48.55,-123.17,exact_water,1,"in Haro Strait, leaders visible from south end of Land Bank","Orca Network: Members of L Pod northbound in Haro Strait on the west side of San Juan Island, leaders visible from south end of Land Bank"
9/4/2025,4ac741a1ea74b308,1,,Orca,Biggs,southbound,"close to shore near Wing Point (Bainbridge), toward entrance to Eagle Harbor",Wing Point Bainbridge,Eagle Harbor,47.61901346,-122.3935687,between_midpoint,1,T137s,"Orca Network: T137s close h Wi P i (B i b id ) h b d to shore near Wing Point (Bainbridge), southwestbound toward entrance to Eagle Harbor"
9/4/2025,7102d89a3f5416fd,1,,Orca,Biggs,southbound,"on the east side of Blake Island, approaching south end of island, west of midchannel",Blake Island,,47.538056,-122.4529336,exact_water,1,,"Orca Network: T137s steady southbound on the east side of Blake Island, approaching south end of island, west of midchannel"
9/4/2025,a5006dc3108884cf,1,,Orca,L pod,northbound,"continuing northbound in Haro Strait, trailers passing San Juan County Park",San Juan County Park,,48.541,-123.175,exact_water,1,,"Orca Network: Members of L Pod continuing northbound in Haro Strait, trailers passing San Juan County Park. Orca Network:"
9/4/2025,6369577021133295,1,,Orca,Biggs,southbound,"past Glen Acres, close to Vashon",East Passage,,47.5047586,-122.4197093,exact_water,1,T137s,"Orca Network: T137s southbound in East Passage past Glen Acres, close to Vashon"
9/4/2025,63fc836fcd3ce59d,1,,Orca,L pod,southbound,near,San Juan County Park,,48.541,-123.175,exact_water,1,"flipped near San Juan County Park, now southbound toward Lime Kiln","Orca Network: Members of L Pod flipped near San Juan County Park, now southbound toward Lime Kiln"
9/13/2025,03500cdc655488d7,1,,Orca,Unknown,unknown,widely spread out with directional changes in,Possession Triangle (near Edmonds/Kingston ferry lanes),,47.802532,-122.442055,exact_water,0.8,,Orca Network: Orcas widely spread out with directional changes in Possession Triangle
9/13/2025,31c21b15e8ba08bd,1,,Humpback Whale,Unknown,southbound,past Lisabeula,Blake Island,,47.538056,-122.4529336,exact_water,1,Colvos Passage,Orca Network: Humpback southbound in Colvos Passage past Lisabeula
9/13/2025,76f5e341ca31971c,1,,Humpback Whale,Unknown,southbound,"milling near Dune Peninsula close to Ruston shoreline, trending towards",Commencement Bay,,47.26,-122.408,exact_water,0.8,,"Orca Network: Humpback milling near Dune Peninsula close to Ruston shoreline, trending southbound toward Commencement Bay"
9/13/2025,acb04dc528669af9,1,,Orca,J pod,southbound,"spread out and surface active around, leaders south of",Edmonds/Kingston ferry lanes,,47.792532,-122.442055,exact_water,0.9,mid to west side of channel,"Orca Network: Likely J Pod spread out and surface active around Edmonds-Kingston ferry lanes, leaders south of ferry lanes and steady southbound, mid to west side of channel. Reminder: All boaters must stay a minimum of 1000 yards away from SRKWs. For more information, see: wdfw.wa.gov/species-habitats/at-risk/species-recovery/ orca/regulations ON:"
9/13/2025,c54a2f1805eb7472,1,,Orca,J pod,southbound,"spread from Kayu Kayu to entrance to Port Madison, surface active, spread east to west across channel",Carkeek Park,Wing Point Bainbridge,47.65399408,-122.3893278,between_midpoint,0.8,"Kayu Kayu is approximated to Carkeek Park, Port Madison is approximated to Wing Point Bainbridge","Orca Network: Likely members of J Pod spread from Kayu Kayu to entrance to Port Madison, surface active, southbound, spread east to west across channel"
9/13/2025,0acb99b446bd6627,1,15:14,Humpback Whale,Unknown,eastbound,along Ruston waterfront past Duke's toward,Commencement Bay,,47.26,-122.408,exact_water,1,Juvenile humpback CRC22918 slowly eastbound,Orca Network: Juvenile humpback CRC22918 slowly eastbound along Ruston waterfront past Duke's toward Commencement Bay. Sat Sep 13 at 3:14 PM
9/13/2025,e41c92cb51c89412,1,,Orca,J pod,northbound,around,Bainbridge Island near Skiff Point,Discovery Park,47.6438155,-122.4325905,between_midpoint,0.8,midchannel,"Orca Network: J pod flipped and is now northbound, around Skiff Point on Bainbridge Island & just north of Discovery Park, midchannel"
9/13/2025,f4599a127e7bf830,1,,Humpback Whale,Unknown,unknown,milling in Commencement Bay west of Tyee marina,Commencement Bay,,47.26,-122.418,exact_water,0.9,CRC-22918,Orca Network: Humpback CRC-22918 last seen milling in Commencement Bay west of Tyee marina
9/14/2025,1f3b04db5650cf46,1,,Orca,Unknown,northbound,milling just south,Edmonds/Kingston ferry lanes,,47.802532,-122.442055,exact_water,0.8,"mid channel, Please follow all SRKW laws and regulations by keeping 1000 yards distance until ecotype can be confirmed","Orca Network: Multiple orcas reported milling just south the KING/EDM ferry lanes, mid channel, trending north. Please follow all SRKW laws and regulations by keeping 1000 yards distance until ecotype can be confirmed"
9/15/2025,5b2bcb963641e3cb,1,,Orca,Unknown,unknown,mid channel out from,Richmond Beach,,47.77534225,-122.4151382,exact_water,1,in central Puget Sound. Number of animals and direction of travel unknown,Orca Network: Orcas reported mid channel out from Richmond Beach in central Puget Sound. Number of animals and direction of travel unknown
9/15/2025,bf83c2471150e6ed,1,,Unknown,Unknown,unknown,in Admiralty Inlet near Point Wilson,Admiralty Inlet,,47.95,-122.506,exact_water,0.8,Unidentified whale reported near Point Wilson,"Orca Network: Unidentified whale reported in Admiralty Inlet near Point Wilson, direction unknown. Please let us know if you see any of these whales!"
9/16/2025,d040b141b9f7357b,1,,Orca,SRKW,northbound,midchannel in Fauntleroy ferry lanes,Near Fauntleroy ferry terminal/Blake Island,,47.538056,-122.4613,exact_water,0.75,presume these are Southern residents & follow laws as they apply to SRKWs by staying 1000+ yards away until ecotype is confirmed,"Orca Network: 7 orcas northbound midchannel in Fauntleroy ferry lanes - if on the water, presume these are Southern residents & follow laws as they apply to SRKWs by staying 1000+ yards away until ecotype is confirmed"
9/16/2025,39380e25c085f861,1,,Orca,J pod,northbound,grouped up out from Magnolia headed towards,West Point lighthouse (Golden Gardens),Discovery Park,47.65108003,-122.4365804,between_midpoint,0.9,,"Orca Network: J pod grouped up out from Magnolia northbound headed towards West Point, Discovery Park"
9/16/2025,282c1ed17e9038bb,1,19:16,Orca,J pod,southbound,east of midchannel approaching,Edmonds/Kingston ferry lanes,,47.802532,-122.442055,exact_water,1,,"Orca Network: J pod southbound, east of midchannel approaching the Edmonds/Kingston ferry lanes Tue Sep 16 at 7:16 PM"
9/16/2025,c8e852bd9669ac2b,1,,Orca,J pod,southbound,"milling spread out, trending south off",Richmond Beach,,47.76534225,-122.4251382,exact_water,1,,"Orca Network: J pod milling spread out, trending south off Richmond Beach"
9/16/2025,64d72ad6e53f4a8f,1,,Humpback Whale,Unknown,northbound,east of midchannel off,Carkeek Park,,47.68908815,-122.4236555,exact_water,0.9,,Orca Network: Humpback northbound east of midchannel off Kayu Kayu Ac Park
9/17/2025,d41984e12caf724e,1,,Orca,SRKW,southbound,passing Blakely Rock off south end of Bainbridge Island,Blake Island,,47.538056,-122.4429336,exact_water,0.8,Presumably southern resident killer whales southbound spread out,Orca Network: Presumably southern resident killer whales southbound spread out passing Blakely Rock off south end of Bainbridge Island
9/17/2025,a79b837262de690b,1,,Orca,J pod,southbound,"passing Fauntleroy/Vashon ferry lanes, surface active, Vashon side of channel in East Passage",Near Fauntleroy ferry terminal/Blake Island,East Passage,47.5214073,-122.4505047,between_midpoint,0.8,with directional changes but still slow,"Orca Network: J Pod w/ directional changes but still slow southbound passing Fauntleroy/Vashon ferry lanes, surface active, Vashon side of channel in East Passage"
9/17/2025,a2877694eb7c1b9e,1,,Orca,J pod,southbound,just went past Point Robinson close to shore,Point Robinson,,47.39725,-122.41575,exact_water,1,slightly spread & surface active,"Orca Network: J Pod, slightly spread & surface active, southbound, just went past Point Robinson close to shore"
9/17/2025,047a606ad1b0967f,1,,Orca,J pod,northbound,"slowly northbound with surface activity into Colvos Passage, just south of Point Richmond closer to the island side.",Colvos Passage approaching Pt. Richmond,Vashon,47.50965776,-122.4230981,between_midpoint,0.8,Colvos Passage,"Orca Network: J pod slowly northbound with surface activity into Colvos Passage, just south of Point Richmond closer to the island side. Reminder: Do not reply to this number. See our website for ways to report sightings: www.orcanetwork.org/report-sightings"
9/17/2025,b87f834689673543,1,,Orca,J pod,northbound,between,East Passage off the north end of Vashon,Blake Island,47.50617752,-122.4367728,between_midpoint,1,lots of breaching,"Orca Network: J pod northbound between north Vashon ferry terminal and Blake Island, lots of breaching"
9/17/2025,4a9ee1a5c03a5c7f,1,,Orca,J pod,northbound,"midchannel off Bainbridge Island, visible from Manitou Beach",Wing Point Bainbridge,,47.6189,-122.405,exact_water,1,,"Orca Network: J pod northbound midchannel off Bainbridge Island, visible from Manitou Beach"
9/19/2025,95202d8bd22a5815,1,,Orca,SRKW,eastbound,toward lki h illi id l b,Alki Point,,47.58189579,-122.4246815,exact_water,0.5,Please treat as SRKWs until IDs are confirmed,Orca Network: 1 male orca eastbound toward lki h illi id l b Alki Pt. Others were milling outside Eagle Harbor at 07:35. Please treat as SRKWs until IDs are confirmed
9/19/2025,95202d8bd22a5815,2,7:35,Orca,SRKW,unknown,milling outside,Eagle Harbor,,47.61912692,-122.4121374,exact_water,0.5,Please treat as SRKWs until IDs are confirmed,Orca Network: 1 male orca eastbound toward lki h illi id l b Alki Pt. Others were milling outside Eagle Harbor at 07:35. Please treat as SRKWs until IDs are confirmed
9/19/2025,958b438457ef6a80,1,,Orca,J pod,southbound,in East Passage,East Passage,,47.5047586,-122.4197093,exact_water,1,J16s leading on east side of the channel across from Dilworth,"Orca Network: J pod last seen southbound in East Passage, J16s leading on east side of the channel across from Dilworth"
9/19/2025,b86f7950e749ef17,1,,Orca,J pod,southbound,"in East Passage between Dash Point and Point Robinson, spread out",Dash Point,Point Robinson,47.359075,-122.4115,between_midpoint,1,,"Orca Network: J pod southbound in East Passage between Dash Point and Point Robinson, spread out"
9/19/2025,67400c118fba550c,1,,Orca,J pod,southbound,traveling in 2 groups; leading group has rounded Point Defiance and is facing south,Dalco Passage,Tacoma Narrows,47.35835987,-122.4354036,between_midpoint,0.9,,"Orca Network: J pod in Dalco Passage traveling in 2 groups; leading group has rounded Point Defiance and is facing south toward Narrows, trailing group stalled midchannel in Dalco north of Point Defiance, were westbound, possibly trending north now"
9/19/2025,67400c118fba550c,2,,Orca,J pod,westbound,trailing group stalled midchannel in Dalco Passage north of Point Defiance,Pt. Defiance,,47.3563,-122.445,exact_water,0.9,possibly trending north now,"Orca Network: J pod in Dalco Passage traveling in 2 groups; leading group has rounded Point Defiance and is facing south toward Narrows, trailing group stalled midchannel in Dalco north of Point Defiance, were westbound, possibly trending north now"
9/19/2025,62142d5833dae64f,1,,Orca,J pod,northwestbound,"approaching Fox Island bridge, Fox Island side of channel",Hale Passage near Vashon (Fox Island side),,47.44383946,-122.4315146,exact_water,1,,"Orca Network: Members of J pod in Hale Passage northwestbound approaching Fox Island bridge, Fox Island side of channel"
9/19/2025,767d916f840b17f8,1,,Orca,J pod,northbound,north of,Colvos Passage near Point Richmond,,47.54805574,-122.4613,exact_water,1,midchannel,"Orca Network: Members of J pod in Colvos Passage north of Point Richmond, northbound, midchannel"
9/19/2025,1a07a1d146ea7b13,1,,Orca,J pod,northbound,"approaching Kopachuck, Gig Harbor side",Carr Inlet,,47.335,-122.555,exact_water,1,,"Orca Network: J pod northbound in Carr Inlet approaching Kopachuck, Gig Harbor side"
9/19/2025,210cd8b3c793d125,1,,Orca,J pod,northbound,"stalled near Olalla Bay Market, east of mid",Colvos Passage approaching Olalla Bay (Vashon),,47.44383946,-122.4115146,exact_water,0.9,,"Orca Network: J16s in Colvos stalled near Olalla Bay Market, east of mid, had been northbound"
9/19/2025,1629ca09168fe2bb,1,,Humpback Whale,Unknown,unknown,feeding near,Pt. Defiance,,47.3463,-122.465,exact_water,1,,Orca Network: 2 humpbacks feeding near Pt Defiance
9/19/2025,0a87f38d926e96cb,1,,Minke,Unknown,westbound,near,Near Anacortes ferry terminal,,48.51,-122.69,exact_water,1,,Orca Network: Minke westbound near Anacortes ferry terminal
9/19/2025,fd906098975208c5,1,,Orca,J pod,northbound,approaching Fragaria,Colvos Passage,Vashon,47.46370987,-122.4357573,between_midpoint,1,J16s,Orca Network: J16s northbound in Colvos Passage approaching Fragaria
9/19/2025,7987f961c673a483,1,,Orca,J pod,southbound,in Carr Inlet,Carr Inlet near Fox Island (estimated),,47.333,-122.533,exact_water,1,flipped directions near Raft Island,"Orca Network: J pod flipped directions near Raft Island, now southbound in Carr Inlet"
9/20/2025,c749c7bc60b7a4cd,1,,Orca,J pod,southbound,west of midchannel,Carr Inlet,,47.335,-122.555,exact_water,1,visible from Bella Bella,"Orca Network: J pod southbound fast in Carr Inlet, west of midchannel visible from Bella Bella"
9/20/2025,4310d11271231830,1,,Orca,SRKW,unknown,"Off South Beach, seen from Bremerton ferry, direction of travel unknown.",Blake Island,,47.538056,-122.4429336,exact_water,0.8,"Possibly the J16s, please treat as SRKWs until IDs are confirmed","Orca Network: Orcas off South Beach, Bainbridge. Seen from Bremerton ferry, direction of travel unknown. Possibly the J16s, please treat as SRKWs until IDs are confirmed"
9/20/2025,37de0bf7e067789a,1,,Unknown,Unknown,eastbound,off Pt Ruston,Point Ruston heading towards Commencement Bay,,47.28,-122.44,exact_water,1,Baleen whale sighting.,Orca Network: Baleen whale eastbound off Pt Ruston
9/20/2025,80b823794c46311d,1,,Orca,J pod,northbound,"north of Anderson Island/Steilacoom ferry lane, midchannel",Anderson Island,Steilacoom ferry lane,47.22707,-122.4336,between_midpoint,0.8,,"Orca Network: J pod northbound north of Anderson Island/Steilacoom ferry lane, midchannel"
9/20/2025,0b9709d2decb46d5,1,,Orca,J pod,southbound,into East Passage south of Vashon/Fauntleroy ferry lanes,East Passage,Near Fauntleroy ferry terminal/Blake Island,47.5114073,-122.4505047,between_midpoint,0.8,Possible J16s,Orca Network: Possible J16s southbound into East Passage south of Vashon/Fauntleroy ferry lanes
9/20/2025,4b2546c1f2d98785,1,,Humpback Whale,Unknown,unknown,milling between,Tahlequah/Point Defiance ferry lanes,Northilla Beach on Vashon,47.37575975,-122.4300073,between_midpoint,0.8,,Orca Network: Humpback milling between Pt Defiance ferry and Northilla Beach on Vashon
8/21/2025,b9d4841722ea59d7,1,,Orca,Biggs,unknown,milling near,Southwest corner of Vashon Island near entrance to Colvos Passage,,47.44383946,-122.4215146,exact_water,0.8,T65A5 possibly,Orca Network: T65A5 possibly milling near south end of Vashon Island
8/21/2025,4c51da13485830bf,1,,Humpback Whale,Unknown,unknown,between Dune Peninsula & Quartermaster Harbor,Dune Peninsula,Quartermaster Harbor,47.34022793,-122.4263878,between_midpoint,1,,Orca Network: Humpback between Dune Peninsula & Quartermaster Harbor
8/28/2025,5dbafde88f457d67,1,,Humpback Whale,Unknown,southbound,"close to the Gig Harbor side, traveling slowly possibly towards the mouth of",Dalco Passage near Gig Harbor and the Narrows,,47.344,-122.5749,exact_water,0.7,One or two possible humpbacks,"Orca Network: One or two possible humpbacks reported in Dalco passage close to the Gig Harbor side, traveling slowly southbound possibly towards the mouth of Gig/Harbor, Narrows area"
8/31/2025,290a31c8419d14a9,1,,Orca,Unknown,northbound,passing,Near Blake Island (southbound past Lincoln Park),,47.538056,-122.4813,exact_water,1,At least one orca,Orca Network: At least one orca northbound passing Lincoln Park
8/31/2025,aadbb322fdeac8b8,1,,Orca,Biggs,northbound,just north of,West Point lighthouse (Golden Gardens),,47.66342905,-122.4429799,exact_water,1,midchannel,"Orca Network: T137s northbound just north of West Point, Discovery Park, midchannel"
8/31/2025,43cb5c1bb2db3939,1,,Orca,Biggs,southeast,just south of,Kingston ferry terminal,,47.77897425,-122.4335364,exact_water,1,heading southeast along the Kitsap shoreline,"Orca Network: T137s heading southeast along the Kitsap shoreline, just south of the Kingston ferry terminal. We appreciate any updates if you see them!"
8/31/2025,2634eb571b353269,1,,Orca,Biggs,southbound,"along shore, south of",Fay Bainbridge/Wing Point Bainbridge,,47.6089,-122.375,exact_water,1,T137s,"Orca Network: T137s southbound along shore, south of Fay Bainbridge. Good luck, please let us know if you spot them! www.orcanetwork.org/report-sightings"
9/1/2025,7104cddc4f1b6b14,1,,Orca,Unknown,northbound,near the Fragaria area,Colvos Passage,,47.47,-122.43,exact_water,1,,Orca Network: Orcas reported in Colvos Passage near the Fragaria area headed northbound
9/1/2025,cb801c578662769b,1,,Orca,Biggs,southbound,south of,Point Robinson,,47.38725,-122.41575,exact_water,1,"in East Passage, spread out, T137A and T137D close in to Island shores as they move southbound","Orca Network: T137s now south of Point Robinson in East Passage, spread out, T137A and T137D close in to Island shores as they move southbound"
9/1/2025,4e0ce51466b864aa,1,,Orca,Biggs,westbound,"very spread out, west of the Vashon/Pt Defiance ferry lanes",Tahlequah/Point Defiance ferry lanes,Vashon Island,47.38253487,-122.4399823,between_midpoint,0.8,"T137s, T137A milling ahead, while other 3 are closer to the Vashon side","Orca Network: T137s very spread out in Dalco Passage, west of the Vashon/Pt Defiance ferry lanes, T137A milling ahead, while other 3 are closer to the Vashon side, westbound"
9/2/2025,c938409f9d3fca91,1,,Orca,Biggs,northbound,in,Tacoma Narrows,,47.2679,-122.4885,exact_water,1,,"Orca Network: T137s northbound in Tacoma Narrows, T137A on west side of the channel and others on the east side passing Salmon Beach"
9/2/2025,c938409f9d3fca91,2,,Orca,T137A,unknown,on west side of the channel,Tacoma Narrows,,47.2679,-122.4885,exact_water,0.8,,"Orca Network: T137s northbound in Tacoma Narrows, T137A on west side of the channel and others on the east side passing Salmon Beach"
9/2/2025,c938409f9d3fca91,3,,Orca,Biggs,unknown,on the east side passing Salmon Beach,Tacoma Narrows,,47.2679,-122.4885,exact_water,0.8,passing Salmon Beach,"Orca Network: T137s northbound in Tacoma Narrows, T137A on west side of the channel and others on the east side passing Salmon Beach"
9/4/2025,37fb241c140b321f,1,,Orca,Biggs,southbound,nearing Edmonds on the east side of the channel,Edmonds/Kingston ferry lanes,,47.802532,-122.442055,exact_water,1,T137s,Orca Network: T137s are southbound nearing Edmonds on the east side of the channel
9/4/2025,14f6263edc9552c8,1,,Orca,Biggs,southbound,north of,Fay Bainbridge/Wing Point Bainbridge,,47.6289,-122.375,exact_water,1,Poor visibility out there with smoke and fog,"Orca Network: T137s now north of Fay Bainbridge, continuing southbound. Poor visibility out there with smoke and fog"
9/4/2025,81fd471efbf36ad1,1,,Orca,L pod,northbound,on the west side of,West side of San Juan Island,,48.55,-123.17,exact_water,1,"in Haro Strait, leaders visible from south end of Land Bank","Orca Network: Members of L Pod northbound in Haro Strait on the west side of San Juan Island, leaders visible from south end of Land Bank"
9/4/2025,4ac741a1ea74b308,1,,Orca,Biggs,southwestbound,"close to shore near Wing Point, toward entrance to Eagle Harbor",Wing Point Bainbridge,Near Wing Point at entrance to Eagle Harbor,47.6189,-122.375,between_midpoint,1,T137s,"Orca Network: T137s close h Wi P i (B i b id ) h b d to shore near Wing Point (Bainbridge), southwestbound toward entrance to Eagle Harbor"
9/4/2025,7102d89a3f5416fd,1,,Orca,Biggs,southbound,"on the east side of Blake Island, approaching south end of island, west of midchannel",Blake Island,,47.538056,-122.4529336,exact_water,1,T137s,"Orca Network: T137s steady southbound on the east side of Blake Island, approaching south end of island, west of midchannel"
9/4/2025,a5006dc3108884cf,1,,Orca,L pod,northbound,"in Haro Strait, trailers passing San Juan County Park",San Juan County Park,,48.541,-123.175,exact_water,1,,"Orca Network: Members of L Pod continuing northbound in Haro Strait, trailers passing San Juan County Park. Orca Network:"
9/4/2025,6369577021133295,1,,Orca,Biggs,southbound,"past Glen Acres, close to Vashon",East Passage,,47.5047586,-122.4197093,exact_water,1,T137s,"Orca Network: T137s southbound in East Passage past Glen Acres, close to Vashon"
9/13/2025,03500cdc655488d7,1,,Orca,Unknown,unknown,widely spread out with directional changes in,Possession Triangle (near Edmonds/Kingston ferry lanes),,47.802532,-122.442055,exact_water,1,,Orca Network: Orcas widely spread out with directional changes in Possession Triangle
9/13/2025,31c21b15e8ba08bd,1,,Humpback Whale,Unknown,southbound,past Lisabeula,Blake Island,,47.538056,-122.4529336,exact_water,1,Colvos Passage,Orca Network: Humpback southbound in Colvos Passage past Lisabeula
9/13/2025,76f5e341ca31971c,1,,Humpback Whale,Unknown,southbound,"milling near Dune Peninsula close to Ruston shoreline, trending southbound toward Commencement Bay",Commencement Bay,,47.26,-122.408,exact_water,1,,"Orca Network: Humpback milling near Dune Peninsula close to Ruston shoreline, trending southbound toward Commencement Bay"
9/13/2025,acb04dc528669af9,1,,Orca,J pod,southbound,"spread out and surface active around, leaders south of",Edmonds/Kingston ferry lanes,,47.792532,-122.442055,exact_water,0.8,mid to west side of channel,"Orca Network: Likely J Pod spread out and surface active around Edmonds-Kingston ferry lanes, leaders south of ferry lanes and steady southbound, mid to west side of channel. Reminder: All boaters must stay a minimum of 1000 yards away from SRKWs. For more information, see: wdfw.wa.gov/species-habitats/at-risk/species-recovery/ orca/regulations ON:"
9/13/2025,c54a2f1805eb7472,1,,Orca,J pod,southbound,"spread from Kayu Kayu to entrance to Port Madison, surface active, spread east to west across channel",Carkeek Park,Wing Point Bainbridge,47.65399408,-122.3893278,between_midpoint,0.9,Likely members of J Pod,"Orca Network: Likely members of J Pod spread from Kayu Kayu to entrance to Port Madison, surface active, southbound, spread east to west across channel"
9/13/2025,0acb99b446bd6627,1,15:14,Humpback Whale,Unknown,eastbound,along Ruston waterfront past Duke's toward,Commencement Bay,,47.26,-122.408,exact_water,1,Juvenile humpback CRC22918 slowly eastbound,Orca Network: Juvenile humpback CRC22918 slowly eastbound along Ruston waterfront past Duke's toward Commencement Bay. Sat Sep 13 at 3:14 PM
9/13/2025,e41c92cb51c89412,1,,Orca,J pod,northbound,around,Blake Island,Sunset Hill (approximating Discovery Park Beach),47.6098225,-122.4578868,between_midpoint,0.8,midchannel; approximate location as Skiff Point not in known locations,"Orca Network: J pod flipped and is now northbound, around Skiff Point on Bainbridge Island & just north of Discovery Park, midchannel"
9/13/2025,f4599a127e7bf830,1,,Humpback Whale,Unknown,unknown,milling west of Tyee marina,Commencement Bay,,47.26,-122.418,exact_water,1,CRC-22918 last seen,Orca Network: Humpback CRC-22918 last seen milling in Commencement Bay west of Tyee marina
9/14/2025,1f3b04db5650cf46,1,,Orca,Unknown,northbound,milling just south,Edmonds/Kingston ferry lanes,,47.802532,-122.442055,exact_water,1,"mid channel, trending north. Please follow all SRKW laws and regulations by keeping 1000 yards distance until ecotype can be confirmed","Orca Network: Multiple orcas reported milling just south the KING/EDM ferry lanes, mid channel, trending north. Please follow all SRKW laws and regulations by keeping 1000 yards distance until ecotype can be confirmed"
9/15/2025,5b2bcb963641e3cb,1,,Orca,Unknown,unknown,mid channel out from,Richmond Beach,,47.77534225,-122.4151382,exact_water,1,in central Puget Sound. Number of animals and direction of travel unknown,Orca Network: Orcas reported mid channel out from Richmond Beach in central Puget Sound. Number of animals and direction of travel unknown
9/15/2025,bf83c2471150e6ed,1,,Unknown,Unknown,unknown,near Point Wilson,Admiralty Inlet,,47.95,-122.506,exact_water,0.7,Unidentified whale reported,"Orca Network: Unidentified whale reported in Admiralty Inlet near Point Wilson, direction unknown. Please let us know if you see any of these whales!"
9/16/2025,d040b141b9f7357b,1,,Orca,SRKW,northbound,midchannel in Fauntleroy ferry lanes,Blake Island,,47.538056,-122.4329336,exact_water,0.8,presume these are Southern residents & follow laws as they apply to SRKWs by staying 1000+ yards away until ecotype is confirmed,"Orca Network: 7 orcas northbound midchannel in Fauntleroy ferry lanes - if on the water, presume these are Southern residents & follow laws as they apply to SRKWs by staying 1000+ yards away until ecotype is confirmed"
9/16/2025,39380e25c085f861,1,,Orca,J pod,northbound,grouped up out from Magnolia northbound headed towards,Discovery Park,,47.648731,-122.450181,exact_water,0.9,,"Orca Network: J pod grouped up out from Magnolia northbound headed towards West Point, Discovery Park"
9/16/2025,282c1ed17e9038bb,1,19:16,Orca,J pod,southbound,east of midchannel approaching,Edmonds/Kingston ferry lanes,,47.802532,-122.442055,exact_water,1,,"Orca Network: J pod southbound, east of midchannel approaching the Edmonds/Kingston ferry lanes Tue Sep 16 at 7:16 PM"
9/16/2025,c8e852bd9669ac2b,1,,Orca,J pod,southbound,"milling spread out, trending south off",Richmond Beach,,47.76534225,-122.4251382,exact_water,1,,"Orca Network: J pod milling spread out, trending south off Richmond Beach"
9/16/2025,64d72ad6e53f4a8f,1,,Humpback Whale,Unknown,northbound,east of midchannel off,Carkeek Park,,47.68908815,-122.4236555,exact_water,1,,Orca Network: Humpback northbound east of midchannel off Kayu Kayu Ac Park
9/17/2025,d41984e12caf724e,1,,Orca,SRKW,southbound,passing Blakely Rock off south end of,Blake Island,,47.538056,-122.4429336,exact_water,0.9,Presumably southern resident killer whales southbound spread out,Orca Network: Presumably southern resident killer whales southbound spread out passing Blakely Rock off south end of Bainbridge Island
